key,rank,score,title,year,doi,venue,type,authors,found_via,providers,parent_keys,unresolved
doi:10.1504/ijecrm.2008.019570,246,0.000000,Analysing the adoption of Customer Relationship Management in Indian service sector: an empirical study,2008,10.1504/ijecrm.2008.019570,International Journal of Electronic Customer Relationship Management,article,"Sangle, Purnima S.; Verma, Sanjeev",backward,crossref|openalex,doi:10.1108/14637151211232641,0
doi:10.1504/ijima.2012.046255,247,0.000000,The role of social CRM and its potential impact on lead generation in business-to-business marketing,2012,10.1504/ijima.2012.046255,International Journal of Internet Marketing and Advertising,article,"Rodríguez, Michael; Peterson, Robert M.",backward,crossref|openalex,doi:10.1016/j.indmarman.2021.08.006,0
doi:10.1504/ijmc.2005.007025,248,0.000000,Wireless sales force automation: concept and cases,2005,10.1504/ijmc.2005.007025,International Journal of Mobile Communications,article,"Walker, Brett S.; Barnes, Stuart J.",backward,crossref|openalex,doi:10.1108/jsit-09-2014-0068|doi:10.1504/ijmc.2007.011488,0
doi:10.1504/ijmc.2007.011488,249,0.000000,Discriminant analyses of field sales force adoption of wireless technologies,2006,10.1504/ijmc.2007.011488,International Journal of Mobile Communications,article,"DelVecchio, Susan; Seeman, Elaine",backward,crossref|openalex,doi:10.1108/jsit-09-2014-0068,0
doi:10.1504/ijmed.2007.013154,250,0.000000,Determining technology trends and forecasts of CRM through a historical review and bibliometric analysis of data from 1991 to 2005,2007,10.1504/ijmed.2007.013154,International Journal of Management and Enterprise Development,article,"Chao, Chia-Cheng; Jen, Wen-Yuan; Chi, Yan-Ping; Lin, Binshan",backward,crossref|openalex,doi:10.1108/14637151211232641,0
doi:10.1509/jmkg.66.3.98.18510,251,0.000000,The Hidden Minefields in the Adoption of Sales Force Automation Technologies,2002,10.1509/jmkg.66.3.98.18510,Journal of Marketing,article,"Speier, Cheri; Venkatesh, Viswanath",backward,crossref|openalex,doi:10.1007/978-3-319-10951-0_231|doi:10.1007/s11747-009-0157-x|doi:10.1016/j.bushor.2009.01.001|doi:10.1016/j.bushor.2013.06.002|doi:10.1016/j.ijresmar.2007.09.003|doi:10.1016/j.ijresmar.2009.03.006|doi:10.1016/j.indmarman.2004.09.012|doi:10.1016/j.indmarman.2004.09.014|doi:10.1016/j.indmarman.2004.09.015|doi:10.1016/j.indmarman.2004.09.016|doi:10.1016/j.indmarman.2004.09.017|doi:10.1016/j.indmarman.2004.09.019|doi:10.1016/j.indmarman.2004.09.020|doi:10.1016/j.indmarman.2004.09.021|doi:10.1016/j.indmarman.2004.12.002|doi:10.1016/j.indmarman.2005.10.002|doi:10.1016/j.indmarman.2008.04.004|doi:10.1016/j.indmarman.2009.11.003|doi:10.1016/j.indmarman.2009.12.010|doi:10.1016/j.indmarman.2013.08.005|doi:10.1016/j.indmarman.2014.06.013|doi:10.1016/j.jbusres.2007.04.007|doi:10.1016/j.technovation.2004.01.012|doi:10.1057/palgrave.dbm.3250034|doi:10.1080/08853134.2002.10754303|doi:10.1080/08853134.2004.10749038|doi:10.1080/08853134.2004.10749039|doi:10.1080/08853134.2005.10749057|doi:10.1080/08853134.2005.10749061|doi:10.1080/08853134.2013.870184|doi:10.1080/08853134.2018.1557525|doi:10.1080/09652540701726793|doi:10.1080/14783360701350961|doi:10.1108/08858620510576766|doi:10.1108/08858620710722824|doi:10.1108/jbim-01-2015-0001|doi:10.1108/jrim-12-2014-0075|doi:10.1108/jsit-09-2014-0068|doi:10.1111/j.1468-2370.2006.00128.x|doi:10.1177/0092070304266119|doi:10.1177/0266242609102276|doi:10.1287/mnsc.1070.0783|doi:10.1300/j366v06n02_06|doi:10.1504/ijmc.2005.007025|doi:10.1509/jmkg.71.1.016|doi:10.1509/jmkg.71.1.16|doi:10.19030/jabr.v20i3.2219|doi:10.2753/mtp1069-6679140101|doi:10.2753/mtp1069-6679190204|doi:10.2753/pss0885-3134260104|doi:10.2753/pss0885-3134280205|doi:10.2753/pss0885-3134280401|doi:10.2753/pss0885-3134290203|doi:10.2753/pss0885-3134300202|doi:10.2753/pss0885-3134300205|doi:10.2753/pss0885-3134320304|doi:10.2753/pss0885-3134330205|doi:10.2753/pss0885-3134330303,0
doi:10.1509/jmkg.71.1.016,252,0.000000,Making Sales Technology Effective,2007,10.1509/jmkg.71.1.016,Journal of Marketing,article,"Hunter, Gary K.; Perreault, William D.",backward,crossref|openalex,doi:10.1007/s11747-009-0157-x|doi:10.1108/jbim-01-2015-0001|doi:10.1108/jrim-04-2015-0027|doi:10.1108/jrim-12-2014-0075|doi:10.1177/1094670516679273|doi:10.2753/pss0885-3134290203,0
doi:10.1509/jmkg.71.1.16,253,0.000000,Making Sales Technology Effective,2006,10.1509/jmkg.71.1.16,Journal of Marketing,article,"Hunter, Gary K.; Perreault, William D.",backward,crossref|openalex,doi:10.1007/s11747-009-0157-x|doi:10.1016/j.bushor.2013.06.002|doi:10.1016/j.indmarman.2014.06.013|doi:10.1016/j.indmarman.2017.06.012|doi:10.1016/j.jbusres.2011.05.005|doi:10.1080/08853134.2013.870184|doi:10.1080/08853134.2018.1441718|doi:10.1080/08853134.2018.1557525|doi:10.1108/17557501111132136|doi:10.1108/jbim-01-2015-0001|doi:10.1108/jrim-04-2015-0027|doi:10.1108/jrim-12-2014-0075|doi:10.1177/1094670516679273|doi:10.1504/ijima.2012.046255|doi:10.2753/mtp1069-6679190204|doi:10.2753/pss0885-3134280205|doi:10.2753/pss0885-3134280401|doi:10.2753/pss0885-3134300202|doi:10.2753/pss0885-3134300203|doi:10.2753/pss0885-3134320304|doi:10.2753/pss0885-3134330205|doi:10.2753/pss0885-3134330303,0
doi:10.1509/jmkg.73.6.61,254,0.000000,The Impact of Customer Relationship Management Implementation on Cost and Profit Efficiencies: Evidence from the U.S. Commercial Banking Industry,2009,10.1509/jmkg.73.6.61,Journal of Marketing,article,"Krasnikov, Alexander; Jayachandran, Satish; Kumar, V.",backward,crossref|openalex,doi:10.1108/jsbed-01-2012-0013,0
doi:10.1515/itms-2017-0018,255,0.000000,Data Analytics in CRM Processes: A Literature Review,2017,10.1515/itms-2017-0018,Information Technology and Management Science,article,"Gončarovs, Pāvels",backward,crossref|openalex,doi:10.1016/j.indmarman.2021.08.006,0
doi:10.15341/jbe(2155-7950)/10.09.2018/005,256,0.000000,"“Alexa, Build Me a Brand” — An Investigation into the I mpact of Artificial Intelligence on Branding",2018,10.15341/jbe(2155-7950)/10.09.2018/005,Journal of Business and Economics,article,"West, Adam G.; Clifford, John; Atkinson, David",backward,openalex,doi:10.7903/cmr.19970,0
doi:10.17705/1cais.01430,257,0.000000,The Impact of CRM on Firm- and Relationship-Level Performance in Distributed Networks,2004,10.17705/1cais.01430,Communications of the Association for Information Systems,article,"Kim, Jae‐Wook; Choi, Jiho; Qualls, William J.; Park, Jinsoo",backward,crossref|openalex,doi:10.1080/09652540701726793|doi:10.1080/14783360701350961,0
doi:10.17979/redma.2011.03.07.4733,258,0.000000,CRM social: la orientación empresarial hacia el cliente en plataformas 2.0,1970,10.17979/redma.2011.03.07.4733,Redmarka Revista de Marketing Aplicado,article,"Castelló‐Martínez, Araceli",backward,openalex,doi:10.1016/j.reimke.2015.07.001,0
doi:10.19030/jabr.v17i4.2090,259,0.000000,"The Relationship Between Attitudes Toward Technology, Adaptability, And Customer Orientation Among Professional Salespeople",2011,10.19030/jabr.v17i4.2090,Journal of Applied Business Research (JABR),article,"Keillor, Bruce D.; Pettijohn, Charles E.; d'Amico, Michael",backward,crossref|openalex,doi:10.1080/08853134.2004.10749038,0
doi:10.19030/jabr.v20i3.2219,260,0.000000,Sales Force Automation Acceptance: An Exploratory Study Of The Role Of Job Experience,2011,10.19030/jabr.v20i3.2219,Journal of Applied Business Research (JABR),article,"Guan, Jian; Barker, Robert M.; Faulds, David J.; Gohmann, Stephan F.",backward,openalex,doi:10.1016/j.bushor.2009.01.001|doi:10.1016/j.indmarman.2004.09.014,0
doi:10.2307/1250898,261,0.000000,"The Computer, Personal Selling, and Sales Management",1975,10.2307/1250898,Journal of Marketing,article,"Comer, James M.",backward,crossref|openalex,doi:10.1016/j.indmarman.2004.09.017,0
doi:10.2307/256344,262,0.000000,ORGANIZATIONAL ASSIMILATION OF INNOVATIONS: A MULTILEVEL CONTEXTUAL ANALYSIS.,1988,10.2307/256344,Academy of Management Journal,article,"Meyer, Anne; Goes, James B.",backward,crossref|openalex,doi:10.1016/s0737-6782(98)00044-7|doi:10.1080/0144929042000320027|doi:10.1111/1540-5885.1630295|doi:10.1111/j.1936-4490.2003.tb00303.x|doi:10.2307/4132321,0
doi:10.2307/4132321,263,0.000000,Shaping Up for E-Commerce: Institutional Enablers of the Organizational Assimilation of Web Technologies1,2002,10.2307/4132321,MIS Quarterly,article,"Chatterjee, Debabroto; Grewal, Rajdeep; Sambamurthy, V.",backward,crossref|openalex,doi:10.1016/j.indmarman.2019.09.003|doi:10.1016/j.indmarman.2020.10.012|doi:10.1057/palgrave.ejis.3000475,0
doi:10.2501/jar-2018-035,264,0.000000,Artificial Intelligence in Advertising,2018,10.2501/jar-2018-035,Journal of Advertising Research,article,"Kietzmann, Jan; Paschen, Jeannette; Treen, Emily",backward,crossref|openalex,doi:10.1016/j.bushor.2019.11.003|doi:10.1016/j.bushor.2020.01.003,0
doi:10.25300/misq/2017/41.1.12,265,0.000000,Embracing Digital Innovation in Incumbent Firms: How Volvo Cars Managed Competing Concerns1,2017,10.25300/misq/2017/41.1.12,MIS Quarterly,article,"Svahn, Fredrik; Mathiassen, Lars; Lindgren, Rikard",backward,crossref|openalex,doi:10.1108/bl-08-2017-0024,0
doi:10.2753/mtp1069-6679140101,266,0.000000,"A Longitudinal Examination of Individual, Organizational, and Contextual Factors on Sales Technology Adoption and Job Performance",2006,10.2753/mtp1069-6679140101,The Journal of Marketing Theory and Practice,article,"Jelinek, Ronald; Ahearne, Michael; Mathieu, John E.; Schillewaert, Niels",backward,crossref|openalex,doi:10.1007/s11747-009-0157-x|doi:10.1016/j.bushor.2013.06.002|doi:10.1016/j.indmarman.2009.12.010|doi:10.1016/j.indmarman.2014.06.013|doi:10.1016/j.indmarman.2015.12.002|doi:10.1080/08853134.2013.870184|doi:10.1080/1051712x.2011.574252|doi:10.1108/jbim-01-2015-0001|doi:10.1108/jrim-12-2014-0075|doi:10.1300/j366v06n02_06|doi:10.1504/ijima.2012.046255|doi:10.2753/mtp1069-6679190204|doi:10.2753/pss0885-3134330205,0
doi:10.2753/mtp1069-6679190204,267,0.000000,Exploring the Impact of Sales Technology on Salesperson Performance: A Task-Base d Approach,2011,10.2753/mtp1069-6679190204,The Journal of Marketing Theory and Practice,article,"Eggert, Andreas; Serdaroglu, Murat",backward,crossref|openalex,doi:10.1016/j.indmarman.2014.06.013|doi:10.1016/j.indmarman.2015.07.002|doi:10.1080/08853134.2013.870184|doi:10.1108/jrim-12-2014-0075,0
doi:10.2753/pss0885-3134260104,268,0.000000,Leveraging CRM for Sales: The Role of Organizational Capabilities in Successful CRM Implementation,2006,10.2753/pss0885-3134260104,Journal of Personal Selling and Sales Management,article,"Raman, Pushkala; Wittmann, C. Michael; Rauseo, Nancy A.",backward,crossref|openalex,doi:10.1016/j.indmarman.2009.11.003|doi:10.1108/jrim-12-2014-0075|doi:10.1108/jrim-12-2015-0094|doi:10.2753/mtp1069-6679190204|doi:10.2753/pss0885-3134280205|doi:10.4018/ijisss.2016100101,0
doi:10.2753/pss0885-3134280205,269,0.000000,Effects of Sales Force Automation use on Sales Force Activities and Customer Relationship Management Processes,2008,10.2753/pss0885-3134280205,Journal of Personal Selling and Sales Management,article,"Moutot, Jean-Michel; Bascoul, Ganaël",backward,crossref|openalex,doi:10.1016/j.indmarman.2009.11.003|doi:10.1108/14637151211232641|doi:10.1108/17557501111132136|doi:10.1108/jbim-01-2015-0001|doi:10.2753/mtp1069-6679190204|doi:10.2753/pss0885-3134330303,0
doi:10.2753/pss0885-3134280401,270,0.000000,The Sales Force Technology–Performance Chain: The Role of Adaptive Selling and Effort,2008,10.2753/pss0885-3134280401,Journal of Personal Selling and Sales Management,article,"Rapp, Adam; Agnihotri, Raj; Forbes, Lukas P.",backward,crossref|openalex,doi:10.1016/j.indmarman.2014.06.013|doi:10.1016/j.indmarman.2017.06.012|doi:10.1080/08853134.2013.870184|doi:10.1108/17557501111132136|doi:10.1108/jbim-01-2015-0001|doi:10.1108/jrim-12-2014-0075|doi:10.2753/mtp1069-6679190204|doi:10.2753/pss0885-3134300202|doi:10.2753/pss0885-3134320304|doi:10.2753/pss0885-3134320305|doi:10.2753/pss0885-3134330205,0
doi:10.2753/pss0885-3134290202,271,0.000000,E-Collaborative Networks: A Case Study on the New Role of the Sales Force,2009,10.2753/pss0885-3134290202,Journal of Personal Selling and Sales Management,article,"Hollenbeck, Candice R.; Zinkhan, George M.; French, Warren A.; Song, Ji Hee",backward,crossref|openalex,doi:10.1108/17557501111132136,0
doi:10.2753/pss0885-3134290203,272,0.000000,The Benefits of Sales Force Automation: A Customer’s Perspective,2009,10.2753/pss0885-3134290203,Journal of Personal Selling and Sales Management,article,"Boujena, Othman; Johnston, Wesley J.; Merunka, Dwight",backward,crossref|openalex,doi:10.1007/978-3-319-10951-0_231|doi:10.1016/j.bushor.2013.06.002|doi:10.1108/jsit-09-2014-0068|doi:10.2753/pss0885-3134300203|doi:10.2753/pss0885-3134320304|doi:10.2753/pss0885-3134330303,0
doi:10.2753/pss0885-3134300202,273,0.000000,The Role of Technology at the Interface Between Salespeople and Consumers,2010,10.2753/pss0885-3134300202,Journal of Personal Selling and Sales Management,article,"Ahearne, Michael; Rapp, Adam",backward,crossref|openalex,doi:10.1080/08853134.2013.870184|doi:10.1080/08853134.2017.1386110|doi:10.1080/08853134.2018.1441718|doi:10.1080/08853134.2018.1557525|doi:10.1080/1051712x.2011.574252|doi:10.1177/1094670516679273|doi:10.2753/pss0885-3134320305,0
doi:10.2753/pss0885-3134300203,274,0.000000,A Framework of Technology Mediation in Consumer Selling: Implications for Firms and Sales Management,2010,10.2753/pss0885-3134300203,Journal of Personal Selling and Sales Management,article,"Sharma, Arun; Sheth, Jagdish N.",backward,crossref|openalex,doi:10.1080/1051712x.2011.574252,0
doi:10.2753/pss0885-3134300204,275,0.000000,A social learning perspective on sales technology usage: Preliminary evidence from an emerging economy,2010,10.2753/pss0885-3134300204,Journal of Personal Selling & Sales Management,,Onyemah,backward,crossref,doi:10.1016/j.indmarman.2014.06.013|doi:10.1108/jbim-01-2015-0001,0
doi:10.2753/pss0885-3134300205,276,0.000000,Characteristics that Enhance Training Effectiveness in Implementing Technological Change in Sales Strategy: A Field-Based Exploratory Study,2010,10.2753/pss0885-3134300205,Journal of Personal Selling and Sales Management,article,"Sarin, Shikhar; Sego, Trina; Kohli, Ajay K.; Challagalla, Goutam",backward,crossref|openalex,doi:10.1080/08853134.2013.870184|doi:10.2753/pss0885-3134330303,0
doi:10.2753/pss0885-3134300302,277,0.000000,Internet Channel and Cannibalization: An Empirical Assessment of Sales Agents’ Perspective,2010,10.2753/pss0885-3134300302,Journal of Personal Selling and Sales Management,article,"Sharma, Dheeraj; Gassenheimer, Jule B.; Alford, Bruce L.",backward,crossref|openalex,doi:10.1108/ijrdm-11-2014-0159,0
doi:10.2753/pss0885-3134320102,278,0.000000,Transforming Selling: Why It Is Time to Think Differently About Sales Research,2012,10.2753/pss0885-3134320102,Journal of Personal Selling and Sales Management,article,"Dixon, Andrea L.; Tanner, John F.",backward,crossref|openalex,doi:10.1016/j.ibusrev.2020.101776|doi:10.1108/jrim-04-2015-0027|doi:10.1108/jrim-12-2014-0075|doi:10.1108/jrim-12-2015-0094,0
doi:10.2753/pss0885-3134320110,279,0.000000,"Ahearne, M. , Rapp, A. , Mariadoss, B.J. and Ganesan, S. (2012), “Challenges of CRM implementation in business-to-business markets: a contingency perspective”, Journal of Personal Selling and Sales Management , Vol. 32 No. 1, pp. 117-130.",,10.2753/pss0885-3134320110,,,,backward,crossref,doi:10.1108/jbim-01-2015-0001,0
doi:10.2753/pss0885-3134320205,280,0.000000,Technology Usage and Sales Teams: A Multilevel Analysis of the Antecedents of Usage,2012,10.2753/pss0885-3134320205,Journal of Personal Selling and Sales Management,article,"Weinstein, Luke; Mullins, Ryan",backward,crossref|openalex,doi:10.1016/j.indmarman.2015.12.002|doi:10.1016/j.indmarman.2017.06.012|doi:10.1108/jbim-01-2015-0001|doi:10.1177/1094670516679273,0
doi:10.2753/pss0885-3134320304,281,0.000000,Bringing “Social” Into Sales: The Impact of Salespeople’S Social Media Use on Service Behaviors and Value Creation,2012,10.2753/pss0885-3134320304,Journal of Personal Selling and Sales Management,article,"Agnihotri, Raj; Kothandaraman, Prabakar; Kashyap, Rajiv; Singh, Ramendra",backward,crossref|openalex,doi:10.1016/j.bushor.2014.09.009|doi:10.1016/j.indmarman.2015.12.002|doi:10.1016/j.indmarman.2017.06.012|doi:10.1016/j.jbusres.2013.05.002,0
doi:10.2753/pss0885-3134320305,282,0.000000,Revolution in Sales: The Impact of Social Media and Related Technology on the Selling Environment,2012,10.2753/pss0885-3134320305,Journal of Personal Selling and Sales Management,article,"Marshall, Greg W.; Moncrief, William C.; Rudd, John M.; Lee, Nick",backward,crossref|openalex,doi:10.1016/j.bushor.2014.09.009|doi:10.1016/j.ibusrev.2020.101776|doi:10.1016/j.indmarman.2014.06.013|doi:10.1016/j.indmarman.2015.12.002|doi:10.1016/j.indmarman.2017.06.012|doi:10.1080/08853134.2017.1352449|doi:10.1080/08853134.2017.1386110|doi:10.1080/08853134.2018.1557525|doi:10.1108/jbim-01-2015-0001,0
doi:10.2753/pss0885-3134320307,283,0.000000,"Toward Understanding New Sales Employees’ Participation in Marketing-Related Technology: Motivation, Voluntariness, and Past Performance",2012,10.2753/pss0885-3134320307,Journal of Personal Selling and Sales Management,article,"Levin, Michael A.; Hansen, Jared M.; Laverie, Debra A.",backward,crossref|openalex,doi:10.1016/j.bushor.2014.09.009|doi:10.1016/j.indmarman.2015.12.002,0
doi:10.2753/pss0885-3134330205,284,0.000000,"Sales Technologies, Sales Force Management, and Online Infomediaries",2013,10.2753/pss0885-3134330205,Journal of Personal Selling and Sales Management,article,"Kuruzovich, Jason",backward,crossref|openalex,doi:10.1016/j.indmarman.2015.07.002,0
doi:10.2753/pss0885-3134330303,285,0.000000,Collectivistic and Individualistic Performance Expectancy in the Utilization of Sales Automation Technology in an International Field Sales Setting,2013,10.2753/pss0885-3134330303,Journal of Personal Selling and Sales Management,article,"Baker, David S.; Delpechitre, Duleep",backward,crossref|openalex,doi:10.1080/08853134.2018.1557525,0
doi:10.3139/104.111149,286,0.000000,Arbeitsbedingungen im Wandel der Industrie 4.0,2014,10.3139/104.111149,Zeitschrift für wirtschaftlichen Fabrikbetrieb,article,"Dombrowski, Uwe; Wagner, Tobias",backward,crossref|openalex,doi:10.1007/s11846-018-0283-2,0
doi:10.3390/joitmc5030044,287,0.000000,Emerging Technology and Business Model Innovation: The Case of Artificial Intelligence,2019,10.3390/joitmc5030044,Journal of Open Innovation Technology Market and Complexity,article,"Lee, Jaehun; Suh, Taewon; Roy, Daniel; Baucus, Melissa S.",backward,crossref|openalex,doi:10.1108/bl-03-2020-0022,0
doi:10.35219/eai158404094,288,0.000000,Applications of Artificial Intelligence in Marketing,2019,10.35219/eai158404094,Annals of Dunarea de Jos University of Galati Fascicle I Economics and Applied Informatics,article,"Devang, Vinchhi; Chintan, Shroff; Gunjan, Tanna; Rai, Krupa",backward,openalex,doi:10.4018/ijeei.2018070102,0
doi:10.35940/ijrte.b1130.0782s319,289,0.000000,Artificial Intelligence Tools for Enhancing Customer Experience,2019,10.35940/ijrte.b1130.0782s319,International Journal of Recent Technology and Engineering (IJRTE),article,Sujata J.,backward,crossref|openalex,doi:10.1155/2022/7796507|doi:10.35940/ijrte.b1130.0782s319,0
doi:10.3790/zfke.64.4.253,290,0.000000,Welche Auswirkungen hat Industrie 4.0 auf KMU? Das Geschäftsmodell als Analyseinstrument,2016,10.3790/zfke.64.4.253,Zeitschrift für Klein- und Mittelunternehmen/Zeitschrift für KMU und Entrepreneurship,article,"Schneider, Paul",backward,crossref|openalex,doi:10.1007/s11846-018-0283-2,0
doi:10.4018/978-1-5225-1837-2.ch041,291,0.000000,Four Eras of CRM Selling,2017,10.4018/978-1-5225-1837-2.ch041,IGI Global eBooks,book-chapter,"Gordon, Cindy",backward,openalex,doi:10.1515/itms-2017-0018,0
doi:10.4018/ijeei.2018070102,292,0.000000,Artificial Intelligence,2018,10.4018/ijeei.2018070102,International Journal of E-Entrepreneurship and Innovation,article,"Marinchak, Christina McDowell; Forrest, Edward; Hoanca, Bogdan",backward,crossref|openalex,doi:10.1108/bl-03-2020-0022,0
doi:10.4018/ijisss.2016100101,293,0.000000,Impact of Social CRM Capabilities on Firm Performance,2016,10.4018/ijisss.2016100101,International Journal of Information Systems in the Service Sector,article,"Kamboj, Shampy; Yadav, Mayank; Rahman, Zillur; Goyal, Praveen",backward,crossref|openalex,doi:10.1108/jibr-09-2019-0284,0
doi:10.4018/jebr.2007040102,294,0.000000,The Impact of E-CRM on Organisational and Individual Behavior,2007,10.4018/jebr.2007040102,International Journal of E-Business Research,article,"Letaïfa, Soumaya Ben; Perrien, Jean",backward,openalex,oa:W1583056480,0
doi:10.4018/jebr.2007040104,295,0.000000,E-CRM and Managerial Discretion,2007,10.4018/jebr.2007040104,International Journal of E-Business Research,article,"Coltman, Tim; Dolničar, Sara",backward,crossref|openalex,doi:10.1108/14637151211232641,0
doi:10.4135/9789353287733.n32,296,0.000000,"How and Why Artificial Intelligence, Mixed Reality and Blockchain Technologies Will Change Marketing We Know Today",2019,10.4135/9789353287733.n32,,book-chapter,"Shah, Denish; Shay, Emily",backward,crossref|openalex,doi:10.1016/j.jbusres.2020.06.062,0
doi:10.4324/9780080949611-20,297,0.000000,Information technology for customer relationship management,2008,10.4324/9780080949611-20,,book-chapter,"Buttle, Francis",backward,openalex,doi:10.1108/ics-02-2019-0029,0
doi:10.4324/9780080949611-21,298,0.000000,Sales-force automation,2008,10.4324/9780080949611-21,,book-chapter,"Buttle, Francis",backward,openalex,doi:10.1016/j.indmarman.2004.09.013|doi:10.1016/j.indmarman.2009.11.003|doi:10.1016/j.indmarman.2009.12.010|doi:10.1016/s0019-8501(99)00115-7,0
doi:10.4324/9781315764597-11,299,0.000000,Sales Force Automation,2015,10.4324/9781315764597-11,,book-chapter,"Buttle, Francis; Maklan, Stan",backward,openalex,doi:10.1080/08853134.2002.10754306,0
doi:10.5555/1289740.1289744,300,0.000000,Implementation Team Responsiveness and User Evaluation of Customer Relationship Management,2002,10.5555/1289740.1289744,Journal of Management Information Systems,article,"GefenDavid; RidingsCatherine, M",backward,openalex,doi:10.1016/j.indmarman.2007.02.005,0
doi:10.5771/0042-059x-2016-2-124,301,0.000000,"Business Model Innovation for Industrie 4.0: Why the ""Industrial Internet"" Mandates a New Perspective on Innovation",2016,10.5771/0042-059x-2016-2-124,Die Unternehmung,article,Burmeister; Lüttgens; Piller,backward,crossref|openalex,doi:10.1007/s11846-018-0283-2,0
doi:10.5771/0342-300x-2014-6-421,302,0.000000,Wandel von Produktionsarbeit – „Industrie 4.0“,2014,10.5771/0342-300x-2014-6-421,WSI-Mitteilungen,article,"Hirsch‐Kreinsen, Hartmut",backward,crossref|openalex,doi:10.1007/s11846-018-0283-2|doi:10.1007/s12651-016-0200-6|doi:10.5771/0342-300x-2014-6-421,0
doi:10.5965/2316796307132018061,303,0.000000,The potential of Data-Driven Virtual Assistants to enhance Customer Experience in the Telecommunications Industry,2018,10.5965/2316796307132018061,Human Factors in Design,article,"García, Marta Pérez",backward,openalex,doi:10.35940/ijrte.b1130.0782s319,0
doi:10.6036/mn5839,304,0.000000,LA GESTIÓN DE LAS RELACIONES CON CLIENTES (CRM) EN EMPRESAS INDUSTRIALES. NIVEL DE DESARROLLO Y GENERACIÓN DE BENEFICIOS,2013,10.6036/mn5839,DYNA MANAGEMENT,article,"Ramón‐Jerónimo, Juan Manuel; Flórez‐López, Raquel",backward,openalex,doi:10.1016/j.reimke.2015.07.001,0
doi:10.69554/xczq2452,305,0.000000,Reimagining branding for the new B2B digital marketplace,2015,10.69554/xczq2452,Journal of brand strategy,article,"Zahay, Debra; Schultz, Don E.; Kumar, Archana",backward,crossref|openalex,doi:10.1108/jrim-12-2015-0094,0
doi:10.7193/dm.069.43.59,306,0.000000,La distribution à l’heure du multi-canal Une redéfinition du rôle du vendeur,2013,10.7193/dm.069.43.59,Décisions Marketing,article,"Vanheems, Régine",backward,crossref|openalex,doi:10.1108/ijrdm-11-2014-0159,0
doi:10.7903/cmr.19970,307,0.000000,A Conceptual Framework on Defining Businesses Strategy for Artificial Intelligence,2020,10.7903/cmr.19970,Contemporary Management Research,article,"Salih, Caner; Bhatti, Feyza",backward,crossref|openalex,doi:10.1155/2022/7796507,0
doi:10.9781/ijimai.2016.361,308,0.000000,Operating an Advertising Programmatic Buying Platform: A Case Study,2016,10.9781/ijimai.2016.361,International Journal of Interactive Multimedia and Artificial Intelligence,article,"Gonzalvez-Cabañas, Juan Carlos; Mochón, Francisco",backward,crossref|openalex,doi:10.1016/j.indmarman.2019.09.001,0
oa:W1489534833,309,0.000000,CRM at the Speed of Light: Capturing and Keeping Customers in Internet Real Time,2001,,,article,"Greenberg, Paul B.; Peppers, Don; Rogers, Martha",backward,openalex,doi:10.1080/08853134.2005.10749061|doi:10.1080/09652540701726793|doi:10.1108/14637150710721177,0
oa:W1513792934,310,0.000000,The Organizing Vision for Customer Relationship Management,2001,,Journal of the Association for Information Systems,article,"Firth, David",backward,openalex,doi:10.1080/09652540701726793,0
oa:W1518240354,311,0.000000,Customer Relationship Management: Integrating Marketing Strategy and Information Technology,2002,,,article,"Zikmund, William G.; McLeod, Raymond; Gilbert, Faye W.",backward,openalex,doi:10.1080/09652540701726793|doi:10.1108/08858620710722824|doi:10.2753/pss0885-3134280401,0
oa:W1520553951,312,0.000000,The Adoption of Internet-Based Marketing Channels,2001,,Homo Oeconomicus,article,"H°st, Viggo; Mols, Niels Peter; Nielsen, J°rn Flohr",backward,openalex,doi:10.1177/0266242607071780,0
oa:W1571620822,313,0.000000,User Acceptance of Information Technology: Theories and Models,1996,,,book-chapter,"Dillon, Andrew; Morris, M. G.",backward,openalex,oa:W305462290,0
oa:W1583056480,314,0.000000,"eCRM Technologies, Capabilities and SME Performance Benefits,",2008,,Lancaster EPrints (Lancaster University),article,"Harrigan, Paul; Ramsey, Elaine; Schroeder, Andreas; Qureshi, Israr; Fang, Yulin; Ibbotson, Patrick; Meister, Darren",backward,openalex,doi:10.1108/14637151211232641,0
oa:W1596567834,315,0.000000,Selling the Sales Force on Automation,2006,,e-Publications@Marquette (Marquette University),article,"Cotteleer, Mark J.; Inderrieden, Edward J.; Lee, Felissa",backward,openalex,doi:10.1300/j366v06n02_06|doi:10.2753/pss0885-3134280401,0
oa:W205174627,316,0.000000,Virtual Selling: Going Beyond the Automated Sales Force to Achieve Total Sales Quality,1996,,,article,"Siebel, Thomas; Malone, Michael S.",backward,openalex,doi:10.1016/j.indmarman.2004.09.013|doi:10.1016/j.indmarman.2009.12.010|doi:10.1080/08853134.2001.10754267|doi:10.1111/j.1468-2370.2006.00128.x|doi:10.1509/jmkg.66.3.98.18510|doi:10.2753/mtp1069-6679140101|doi:10.2753/pss0885-3134280205,0
oa:W2056030761,317,0.000000,"A Longitudal Examination of Individual, Organizational, and Contextual Factors on Sales Technology Adoption and Job Performance",2006,,,article,"Jelinek, Ronald; Ahearne, Michael; Mathieu, John E.; Schillewaert, Niels",backward,openalex,doi:10.1007/s11747-009-0157-x|doi:10.1080/08853134.2013.870184|doi:10.2753/pss0885-3134290203|doi:10.2753/pss0885-3134330303,0
